examOrdinal,questionKey,questionTag,maxScore,cognitiveLevel,difficulty,knowledgeCode,knowledgeTitle,chapterCode,inFramework,outsideTopic,outsideTitle,confidence,reviewFlags,contentPreview
54,I-2,TN4,0.25,NB,1,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,OUT_OF_FRAME,Số nghiệm của phương trình $ \log_{2}(x-4)=\log_{2}(x^{2}-5x+4) $ là:
54,I-3,TN4,0.25,NB,1,,,,false,OUT.GIOI_HAN,Gioi han,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,"Cho hàm số $y = f(x)$ có bảng biến thiên như sau Đường tiệm cận đứng, tiệm cận ngang của đồ thị hàm số đã cho là"
54,I-4,TN4,0.25,NB,1,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.68,,"Trong không gian Oxyz, cho điểm $ A(3;2,-5) $ và $ B $ là điểm đối xứng của $ A $ qua mặt phẳng (yOz). Tọa độ điểm $ B $ là"
54,I-5,TN4,0.25,NB,1,,,,false,OUT.DAO_HAM_CO_BAN,Dao ham co ban / tiep tuyen,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Cho hàm số $y = f(x)$ có đạo hàm $f'(x) = x(4 - x)$ với mọi $x \in \mathbb{R}$. Khẳng định nào sau đây đúng?
54,I-6,TN4,0.25,TH,2,,,,false,OUT.THONG_KE_KHAC,Thong ke ngoai khung phan tan,0.63,OUT_OF_FRAME,"Để chuẩn bị cho tiết học “Mạng xã hội: lợi và hại” (Hoạt động thực hành trải nghiệm môn Toán, lớp 10), cô A đã khảo sát thời gian sử dụng mạng xã hội trong một ngày của học sinh t..."
54,I-7,TN4,0.25,NB,1,C1.B4.2,Hàm đa thức bậc ba,C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Đường cong cho trong hình vẽ sau là đồ thị của hàm số nào trong các hàm số dưới đây?
54,I-8,TN4,0.25,NB,1,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.68,,Cho hình hộp ABCD.A'B'C'D'. Mệnh đề nào dưới đây là sai?
54,I-9,TN4,0.25,NB,1,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Giá trị lớn nhất của hàm số $f(x)=2026+2x-2e^x$ trên đoạn [0;2] bằng
54,I-10,TN4,0.25,NB,1,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, cho vector $ \overrightarrow{a} = (3; -1; 2) $. Độ dài của vector $ \overrightarrow{a} $ bằng"
54,I-11,TN4,0.25,NB,1,C1.B1.2,"Cực trị: khái niệm, cách tìm cực trị",C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hàm số $f(x)$ có bảng biến thiên như hình vẽ dưới đây. Giá trị cực tiểu của hàm số đã cho là
54,I-12,TN4,0.25,NB,1,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,,"Trong không gian Oxyz, cho tam giác MNP có $ M(2;3;4) $, $ N(-1;2;3) $ và $ P(3;2,-3) $, $ \vec{u} = 2\overrightarrow{MN} - \overrightarrow{NP} $ có tọa độ là"
54,II-1,DS,1,VD,3,,,,false,OUT.DAO_HAM_CO_BAN,Dao ham co ban / tiep tuyen,0.63,OUT_OF_FRAME,"Cho một tấm nhôm hình vuông cạnh 12 cm. Người ta cắt ở bốn góc của tấm nhôm đó bốn hình vuông bằng nhau, mỗi hình vuông có cạnh x(cm), rồi gấp tấm nhôm lại để được cái hộp không n..."
54,II-2,DS,1,VDC,4,C3.B10.1,Phương sai và độ lệch chuẩn,C3,true,,,0.872,QUESTION_TF_a_NEEDS_REVIEW,"Qua khảo sát, thời gian hoàn thành một bài thi thử tốt nghiệp của một số học sinh lớp 12 của hai trường X và Y được ghi lại ở bảng sau: <table border=1 style='margin: auto; word-w..."
54,II-3,DS,1,VD,3,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.68,,"Cho từ diện đều ABCD, gọi M là trung điểm của cạnh BC."
54,II-4,DS,1,TH,2,C1.B1.2,"Cực trị: khái niệm, cách tìm cực trị",C1,true,,,0.84,,Cho hàm số $y = f(x)$ có đạo hàm trên $\mathbb{R}$ và $f'(x)$ là hàm số bậc ba có đồ thị là đường cong trong hình vẽ.
54,III-1,TLN,0.5,VD,3,,,,false,OUT.UNCLASSIFIED,Chua nhan dien duoc theo khung,0.25,OUT_OF_FRAME;LOW_CONFIDENCE,"Một cái bề nước hình nón để ngược như hình vẽ, có chiều cao 51cm, bán kính đáy bằng 50cm. Một vòi nước chảy vào bề sao cho sau mỗi giấy chiều cao mực nước tăng đều lên 2cm cho đến..."
54,III-2,TLN,0.5,VD,3,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,,"Trong không gian với hệ trục tọa độ Oxyz cho hình thang ABCD vuông tại A và B. Biết A(1;2;1), B(2;0;3), C(6;1;2) và hình thang có diện tích bằng $ 12\sqrt{2} $. Giả sử đỉnh D(a;b;..."
54,III-3,TLN,0.5,VD,3,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,QUESTION_SHORT_ANSWER_NEEDS_REVIEW,"Trong không gian với một hệ trục tọa độ Oxyz cho trước (mặt phẳng (Oxy) trùng với mặt đất, trực Oz hướng thẳng đứng lên trời, đơn vị đo trên mỗi trục lấy theo kilômét), một chiếc ..."
54,III-4,TLN,0.5,VD,3,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,OUT_OF_FRAME,"Cho hình chóp S.ABCD có đáy ABCD là hình thoi tâm O, cạnh a, ABC = 60°. Biết rằng SO ⊥ (ABCD), SO = $ \frac{3a}{2} $. Khoảng cách từ A đến mặt phẳng (SCD) bằng $ \frac{ma\sqrt{13}..."
54,III-5,TLN,0.5,VDC,4,,,,false,OUT.CAP_SO,Cap so cong - cap so nhan,0.63,OUT_OF_FRAME,"Để chuẩn bị cho hành trình học đại học sau khi tốt nghiệp phổ thông, ngay từ đầu năm lớp 10, được sự đồng ý của cha mẹ, bạn Hùng vừa đi học vừa đi làm thêm để có thể giảm gánh năn..."
54,III-6,TLN,0.5,VDC,4,C5.B15.3,Vị trí tương đối giữa hai đường thẳng,C5,true,,,0.798,,"Có một hòn đảo nằm trong một vịnh biển, giả sử rằng đường bao sát biển của hòn đảo được mô hình hóa vào hệ trục tọa độ Oxy là một phần bên phải trực tung của đồ thị hàm số bậc ba ..."
55,I-1,TN4,0.25,NB,1,C2.B8.1,"Toạ độ phép cộng, trừ, nhân với một số",C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, cho điểm $ M(1;2;3) $. Tìm tọa độ hình chiếu của $ M $ lên trục Ox."
55,I-2,TN4,0.25,NB,1,,,,false,OUT.CAP_SO,Cap so cong - cap so nhan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Cấp số nhân $ (u_n) $ có $ u_1=9; u_2=3 $. Số hàng $ u_5 $ của cấp số nhân là?
55,I-3,TN4,0.25,NB,1,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian với hệ trục tọa độ Oxyz, cho các điểm $A(1;3;2)$, $B(1;0;1)$, $C(5;-3;2)$. Biết rằng $\overrightarrow{AB}.\overrightarrow{AC}=2m$. Giá trị của $m$ là"
55,I-4,TN4,0.25,NB,1,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Cho $0 < a \neq 1$. Giá trị của biểu thức $P = \log_{a}(a \cdot \sqrt[3]{a^2})$ là
55,I-5,TN4,0.25,NB,1,C1.B3.2,Tiệm cận đứng,C1,true,,,0.96,,"Đường cong trong hình vẽ bên là đồ thị hàm số nào trong các hàm số được cho bởi các phương án A, B, C, D dưới đây?"
55,I-6,TN4,0.25,TH,2,C3.B9.2,Khoảng tứ phân vị,C3,true,,,0.68,,Thời gian truy cấp Internet mỗi bưói tối của một số học sinh được cho trong bảng sau: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: cente...
55,I-7,TN4,0.25,NB,1,,,,false,OUT.LUONG_GIAC,Luong giac ngoai nguyen ham/tich phan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Tập nghiệm của phương trình tan x = 1 là
55,I-8,TN4,0.25,NB,1,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,OUT_OF_FRAME,Tập nghiệm của bất phương trình $ \log_{3}(x-3) \leq 2 $ chứa bao nhiêu số nguyên?
55,I-9,TN4,0.25,NB,1,C1.B1.1,"Tính đơn điệu (đồng biến, nghịch biến); xét dấu đạo hàm; bảng biến thiên",C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Cho hàm số y = f(x) xác định trên Ủ, có bảng biến thiên như hình vẽ dưới đây <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-w..."
55,I-10,TN4,0.25,TH,2,C3.B10.1,Phương sai và độ lệch chuẩn,C3,true,,,0.68,,Mỗi ngày bác Hương đều đi bộ để rèn luyện sức khỏe. Quãng đường đi bộ mỗi ngày (đơn vị: km) của bác Hương trong 20 ngày được ghi lại bằng bảng sau: <table border=1 style='margin: ...
55,I-11,TN4,0.25,NB,1,C2.B6.1,Khái niệm vectơ trong không gian,C2,true,,,0.68,,Cho $ \vec{a} $ và $ \vec{b} $ là hai vectơ cùng hướng và đều khác vectơ $ \vec{0} $. Mệnh đề nào sau đây là đúng?
55,I-12,TN4,0.25,NB,1,C1.B1.2,"Cực trị: khái niệm, cách tìm cực trị",C1,true,,,0.84,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Cho hàm số $y = f(x)$ có đạo hàm $f'(x) = x^2(x-1)(x-2)^3$, $\forall x \in \mathbb{R}$. Hàm số $y = f(x)$ có bao nhiêu điểm cực đại?"
55,II-1,DS,1,TH,2,,,,false,OUT.TO_HOP_XAC_SUAT_CO_BAN,To hop / xac suat co ban,0.63,QUESTION_TF_d_NEEDS_REVIEW;OUT_OF_FRAME,"Một hộp đụng 30 tấm thẻ khác nhau được đánh số từ 1 đến 30. Từ trong hộp đó, người ta lấy ngẫu nhiên ra một tấm thẻ."
55,II-2,DS,1,VD,3,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,,"Xét chuyển động của một tàu lượng trên đoạn đường ray có hình dạng một phần đồ thị hàm số $ y = f(x) = \frac{135x - x^2 - x^3}{200} $ với $ x \geq 0 $, trong đó x là khoảng cách t..."
55,II-3,DS,1,VDC,4,C3.B10.1,Phương sai và độ lệch chuẩn,C3,true,,,0.68,QUESTION_TF_d_NEEDS_REVIEW,Giả sử kết quả khảo sát hai khu vực A và B về độ tuổi kết hôn của một số phụ nữ vừa lập gia đình được cho bằng bảng sau: <table border=1 style='margin: auto; word-wrap: break-word...
55,II-4,DS,1,VD,3,C2.B8.1,"Toạ độ phép cộng, trừ, nhân với một số",C2,true,,,0.68,,"Hình minh họa sơ đồ một ngôi nhà trong hệ trục tọa độ Oxyz , trong đó nền nhà, bốn bức tường và hai mai nhà đều là hình chữ nhất."
55,III-1,TLN,0.5,VD,3,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,OUT_OF_FRAME,"Mô hình tử diện ABCD làm bằng khung nhôm có hai mặt (ACD) và (BCD) vuông góc nhau. Biết AC = AD = BC = BD = 3(dm), cạnh CD = a(dm). Để cho đẹp người ta muốn hai mặt (ABC) và (ABD)..."
55,III-2,TLN,0.5,VDC,4,,,,false,OUT.TO_HOP_XAC_SUAT_CO_BAN,To hop / xac suat co ban,0.63,OUT_OF_FRAME,"Lớp mẫu giáo có 10 em bé, các bé đứng thành vòng tròn và cách đều nhau, đứng ở tâm vòng tròn là cô giáo. Mỗi bé cầm 2 cờ, một xanh một đỏ trên mỗi tay. Cô giáo bảo ""giơ lên cao mộ..."
55,III-3,TLN,0.5,VD,3,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,QUESTION_SHORT_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,"Cho hàm số $y = f(x) = -x^3 + 3x^2 - 4$ có đồ thị là $(C)$. Đường thẳng đi qua 2 điểm cực trị của $(C)$ là đồ thị hàm số $g(x) = ax + b$. Gọi $M$, $m$ lần lượt là giá trị lớn nhất..."
55,III-4,TLN,0.5,VDC,4,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.96,,"Trong căn phòng hình hộp chữ nhất, sàn nhà là hình vuông cạnh bằng 5 m, chiều cao của phòng là 6 m, có hai con nhện đang di chuyển trên 2 dây tơ khác nhau. Giả sử căn phòng được m..."
55,III-5,TLN,0.5,VDC,4,C5.B16.1,Góc giữa hai đường thẳng,C5,true,,,0.821,,"Khi đạo choi trong một công viên bạn An di chuyển trên cầu con có hình Parabol, bạn Lan di chuyển trên bờ hồ đường tròn (minh hoạ bằng hình vẽ dưới đây). Khoảng cách giữa 2 chân c..."
55,III-6,TLN,0.5,VDC,4,C2.B8.1,"Toạ độ phép cộng, trừ, nhân với một số",C2,true,,,0.68,,"Trong bản thiết kế của dự án lắp đặt đường dây điện cho vùng núi tinh A, các kĩ sự thiết kế các trụ điện cao 120m. Để giữ thắng bằng cho trụ điện, người ta kéo dây cáp nối từ đỉnh..."
56,I-1,TN4,0.25,NB,1,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,,"Trong không gian với hệ trục tọa Oxyz, cho $ \vec{a} = -\vec{i} + 3\vec{j} - 2\vec{k} $. Toạ độ của $ \vec{a} $ là"
56,I-2,TN4,0.25,NB,1,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Cho hình lập phương $ ABCD.A'B'C'D' $. Mệnh đề nào sau đây sai?
56,I-3,TN4,0.25,NB,1,C1.B1.1,"Tính đơn điệu (đồng biến, nghịch biến); xét dấu đạo hàm; bảng biến thiên",C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Giả sử sự lấy lan của một loại virus ở một địa phương có thể được mô hình hóa bằng hàm số $N(t) = -t^3 + 12t^2$, $0 \leq t \leq 12$, trong đó $N$ là số người bị nhiễm bệnh (tính b..."
56,I-4,TN4,0.25,NB,1,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,OUT_OF_FRAME,Lăng trụ tam giác đều có độ dài tất cả các cạnh bằng 2. Thể tích khối lăng trụ đã cho bằng
56,I-5,TN4,0.25,NB,1,C4.B11.1,Khái niệm nguyên hàm,C4,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Họ tất cả các nguyên hàm của hàm số $f(x)=2x+6$ là
56,I-6,TN4,0.25,NB,1,C2.B8.1,"Toạ độ phép cộng, trừ, nhân với một số",C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, cho điểm A(2;4;−5). Tọa độ điểm A' là hình chiếu vương góc của điểm A trên mặt phẳng (Oyz) là"
56,I-7,TN4,0.25,TH,2,C3.B9.2,Khoảng tứ phân vị,C3,true,,,0.68,,"Khảo sát thời gian tập thể dục của một số học sinh khối 11, ta thu được mẫu số liệu ghép nhóm sau: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text..."
56,I-8,TN4,0.25,NB,1,C4.B12.1,Khái niệm tích phân,C4,true,,,0.694,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Biết $ \int_{1}^{3}\frac{x+2}{x}dx = a + b \ln c $ với $ a, b, c \in \mathbb{Z}, c < 9 $. Tính tổng $ S = a + b + c $."
56,I-9,TN4,0.25,NB,1,,,,false,OUT.DAO_HAM_CO_BAN,Dao ham co ban / tiep tuyen,0.63,OUT_OF_FRAME,Cho hàm số $f(x)$ có bảng biến thiên nhu sau: Hàm số đã cho đồng biến trên khoảng nào dưới đây?
56,I-10,TN4,0.25,NB,1,,,,false,OUT.CAP_SO,Cap so cong - cap so nhan,0.63,OUT_OF_FRAME,Cho cấp số nhân $ (u_n) $ với $ u_1 = 1 $ và $ u_2 = 2 $. Công bội của cấp số nhân đã cho là
56,I-11,TN4,0.25,NB,1,C1.B4.1,Sơ đồ khảo sát hàm số,C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Đường cong ở hình sau là đồ thị hàm số nào?
56,I-12,TN4,0.25,NB,1,,,,false,OUT.TO_HOP_XAC_SUAT_CO_BAN,To hop / xac suat co ban,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Trong một lớp có 15 học sinh nam và 10 học sinh nữ. Giáo viên gọi 4 học sinh lên bảng làm bài tập. Tính xác suất để 4 học sinh lên bảng có nam và nữ.
56,II-1,DS,1,TH,2,,,,false,OUT.LUONG_GIAC,Luong giac ngoai nguyen ham/tich phan,0.63,OUT_OF_FRAME,Cho hàm số $ f(x) = 2\cos x - x + \pi + 2026 $
56,II-2,DS,1,VD,3,C3.B9.2,Khoảng tứ phân vị,C3,true,,,0.68,,Số giờ làm thêm trong một tuần của sinh viên: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>Số giờ làm th...
56,II-3,DS,1,VDC,4,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.68,,"Xét hai chiếc khinh khí cầu bay lên từ cùng một điểm trong cùng một ngày. Lúc 9 h sáng, chiếc thứ nhất đang ở vị trí A cách điểm xuất phát 2 km về phía nam và 1 km về phía đông, đ..."
56,II-4,DS,1,VD,3,C4.B12.1,Khái niệm tích phân,C4,true,,,0.712,,"Hai chất điểm chuyển động ngược chiều nhau thì xảy ra va chạm, hai chất điểm tiếp tục di chuyển theo chiều ban đầu thêm một quãng đường nữa thì dừng hẳn. Biết rằng sau khi va chạm..."
56,III-1,TLN,0.5,VDC,4,C1.B5.2,Bài toán tối ưu hoá đơn giản,C1,true,,,0.96,,"Nhà thầy Quang cách bò biển 1km. Mỗi buổi sáng thầy chạy bộ từ nhà ra bò biển sau đó chạy dọc bò biển 500m, rồi thầy chạy qua chợ hải sản để lấy thức ăn trong ngày, cuối cùng thầy..."
56,III-2,TLN,0.5,VD,3,C1.B1.2,"Cực trị: khái niệm, cách tìm cực trị",C1,true,,,0.96,,Cho đồ thị hàm số $y = x^{4} - 3x^{2} + ax + b$ có $A(2; -2)$ là một điểm cực tiểu. Tính $S = 59b - a$.
56,III-3,TLN,0.5,VD,3,,,,false,OUT.TO_HOP_XAC_SUAT_CO_BAN,To hop / xac suat co ban,0.63,OUT_OF_FRAME,"Có 8 bạn cùng ngồi xung quanh một cái bàn tròn, mỗi bạn cầm một đồng xu như sau. Tất cả 8 bạn cùng tung động xu của mình, bạn có đồng xu ngửa thì đứng, bạn có đồng xu sắp thì ngồi..."
56,III-4,TLN,0.5,VDC,4,C5.B15.1,"Phương trình đường thẳng (tham số, chính tắc)",C5,true,,,0.771,,1 rong khong gian một bức tương hình chữ nhật ABCD co chieu cao 5m được dụng vương góc với mặt phẳng (Oxy) với hai điểm A(3;1;0) và B(1;4;0). Giả sử răng mặt phẳng (Oxy) là mặt đấ...
56,III-5,TLN,0.5,VDC,4,C4.B12.1,Khái niệm tích phân,C4,true,,,0.712,QUESTION_SHORT_ANSWER_NEEDS_REVIEW,"Một vật chuyển động trong 4 giờ với vận tốc v (km/h) phụ thuộc thời gian t (h) có đồ thị của vận tốc như hình bên. Trong khoảng thời gian 2 giờ kể từ khi bắt đầu chuyển động, đồ t..."
56,III-6,TLN,0.5,VD,3,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,OUT_OF_FRAME,"Cho hình lăng trụ đứng ABC.A'B'C' có AB = 5, BC = 5, CA = 7. Khoảng cách giữa hai đường thẳng AA' và BC bằng bao nhiêu? (làm tròn kết quả đến hàng phần chục)."
57,I-1,TN4,0.25,NB,1,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hình chóp S.ABC. Mệnh đề nào sau đây đúng?
57,I-2,TN4,0.25,NB,1,C1.B1.2,"Cực trị: khái niệm, cách tìm cực trị",C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hàm số $f(x)=ax^3+bx^2+cx+d$ có đồ thi như hình vẽ sau Hàm số $f(x)$ đạt cực tiểu tại điểm
57,I-3,TN4,0.25,NB,1,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.96,,Cho hình lập phương ABCD.A'B'C'D'. Gọi O là tâm của hình lập phương. Khẳng định nào sau đây là đúng?
57,I-4,TN4,0.25,TH,2,C3.B9.1,Khoảng biến thiên,C3,true,,,0.68,,Mẫu số liệu thống kê điểm trung bình cuối học kì I môn Toán của một số học sinh lớp 12 được cho ở bảng sau: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td st...
57,I-5,TN4,0.25,NB,1,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,QUESTION_OPTIONS_PARSED_3,"Trong không gian với hệ tọa độ Oxyz, cho $ \vec{u}=(-3;4;5) $, $ \vec{v}=(-1;0;1) $. Chọn khẳng định đúng."
57,I-6,TN4,0.25,NB,1,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, cho $ \vec{a}=(1;0;2) $, $ \vec{b}=(-3;0;-6) $ và $ \vec{c}=(2;-5;-1) $. Chọn khẳng định sai trong các khẳng định sau"
57,I-7,TN4,0.25,NB,1,C1.B2.2,Tìm GTLN–GTNN trên một đoạn / khoảng / tập xác định,C1,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,Hàm số nào sau đây đồng biến trên $ \mathbb{R} $?
57,I-8,TN4,0.25,NB,1,C1.B2.2,Tìm GTLN–GTNN trên một đoạn / khoảng / tập xác định,C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Cho hàm số y = f(x) liên tục trên Ủ và có đồ thị như hình vẽ sau. Gọi $M$, $m$ là lượt là giá trị lớn nhất và giá trị nhỏ nhất của hàm số đã cho trên đoạn [0;5]. Tính $P = M + m$"
57,I-9,TN4,0.25,TH,2,C3.B10.1,Phương sai và độ lệch chuẩn,C3,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hai mẫu số liệu ghép nhóm A và B có bảng tần số ghép nhóm như sau: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: b...
57,I-10,TN4,0.25,NB,1,C2.B8.1,"Toạ độ phép cộng, trừ, nhân với một số",C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, cho hai điểm $ A(3,-2,-1) $ và $ B(-1,5;0) $. Tìm tọa độ trung điểm $ I $ của đoạn thắng AB."
57,I-11,TN4,0.25,NB,1,,,,false,OUT.GIOI_HAN,Gioi han,0.63,OUT_OF_FRAME,Cho hàm số $y=2x-1+\frac{3}{x-2}$ có đồ thị (C). Phương trình đường tiệm cận xiên của đồ thị (C) là
57,I-12,TN4,0.25,NB,1,C1.B4.2,Hàm đa thức bậc ba,C1,true,,,0.96,,"Cho hàm số $y = ax^3 + bx^2 + cx + d$ có đồ thị như hình vẽ dưới đây. Chọn khẳng định đúng về đấu của $a$, $d$."
57,II-1,DS,1,VD,3,C1.B2.2,Tìm GTLN–GTNN trên một đoạn / khoảng / tập xác định,C1,true,,,0.84,,Cho hàm số $y = f(x) = \frac{3x + 5}{2x + 2}$ có đồ thị là (C).
57,II-2,DS,1,VDC,4,C3.B9.2,Khoảng tứ phân vị,C3,true,,,0.867,,Hằng ngày ông Minh đều đi xe buýt từ nhà đến cơ quan. Dưới đây là bảng thống kê thời gian của 100 lần ông Minh đi xe buýt từ nhà đến cơ quan. <table border=1 style='margin: auto; ...
57,II-3,DS,1,VDC,4,C1.B2.2,Tìm GTLN–GTNN trên một đoạn / khoảng / tập xác định,C1,true,,,0.84,,"Ông A. muốn xây một cái bề chữa nước bằng bề-tông dạng hình hộp chữ nhật có nắp, đáy là hình vuông. Bề cần chứa được đúng 0,5 mét khối ( $ m^3 $) nước. Gọi độ dài cạnh đáy của bề ..."
57,II-4,DS,1,VDC,4,C2.B8.1,"Toạ độ phép cộng, trừ, nhân với một số",C2,true,,,0.68,,Một tòa nhà được thiết kế để làm 2 phòng dạy học có trang bị máy chiếu. Mái nhà là dạng mái vát hình chữ nhất CDFE như hình vẽ. Chiều dài của mỗi phòng học là OA = 40m và chiều rộ...
57,III-1,TLN,0.5,VD,3,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.96,,"Cho hình hộp $ABCD, $A^{\prime}B^{\prime}C^{\prime}D^{\prime}$. Gọi $N$ là điểm trên đoạn $C^{\prime}D$ sao cho $DN = \frac{1}{3}DC^{\prime}$. Khi phân tích $\overrightarrow{BN} =..."
57,III-2,TLN,0.5,VDC,4,CD2.B4.2,Tối ưu trong kinh tế,CD2,true,,,0.96,,"Một nhóm học sinh thiết kế một chiếc lều đã ngoại có dạng hình nón theo cách sau: Từ một tấm bạt hình tròn có diện tích 4,84π m², nhóm cắt lấy một hình quạt có góc ở tâm là $ \alp..."
57,III-3,TLN,0.5,VDC,4,C3.B10.1,Phương sai và độ lệch chuẩn,C3,true,,,0.68,,Thâm niên công tác của các công nhân hai nhà máy A và B được cho như trong bảng dưới đây. <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: c...
57,III-4,TLN,0.5,VDC,4,C1.B2.2,Tìm GTLN–GTNN trên một đoạn / khoảng / tập xác định,C1,true,,,0.96,,"Một tàu chở hàng di chuyển trên sông với vận tốc ∇ (km/giờ), ∇ > 0. Biết chi phi nhiên liệu cho mỗi kilômét là 0, 3.√ +1,6/√ +√ (triệu đồng/km); chi phí bảo trì tính theo thời gia..."
57,III-5,TLN,0.5,VDC,4,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,,Sân hiện của một ngôi nhà là khoảng đất hình chữ nhật ABCD. Phần mái HEFG của sân hiện này là mái độc và được lợp bằng kính màu để hạn chế ánh sáng xuyên qua. Các mặt bên ADHE và ...
57,III-6,TLN,0.5,VD,3,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.68,,Cho hàm số $ y = \frac{ax + b}{cx + d} $ có đồ thị như hình vẽ. Tính $ a + d $.
58,I-1,TN4,0.25,NB,1,,,,false,OUT.DAO_HAM_CO_BAN,Dao ham co ban / tiep tuyen,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Cho hàm số y = f(x) có bảng xét dấu đạo hàm như sau: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>x</td>...
58,I-2,TN4,0.25,NB,1,C3.B10.1,Phương sai và độ lệch chuẩn,C3,true,,,0.872,QUESTION_MC_ANSWER_NEEDS_REVIEW,Một mẫu số liệu ghép nhóm có độ lệch chuẩn bằng 3 thì có phương sai bằng
